# Runlist.csv file written by KVINDRADB_e475s::WriteRunListFile on Wed Mar 25 16:13:17 2009
Version=10
2 | Buffers=12704 | Events=1191382 | Faraday 1=0 | Faraday 2=0 | Gene DIRECT=56614 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene MARQ=0 | Gene TM=30556 | DEC=6534275 | FC=1191502 | OK=1191501 | FT=1191501 | AVL=1191501 | OCD=1191501 | OA=1191501 | RAZ=1191502 | Plast All=5371023 | Plast G=1438685 | Plast C=28975 | Plast D=5642541 | Trigger multiplicity=0 | Length (min.)=5.040250 | Size (MB)=198.500000 | Dead time (%)=53.972500 | Start Date=9-MAR-2006 05:55:17.00 | End Date=9-MAR-2006 06:00:18.00 | Comments=faisceau 78Kr + 40Ca 5.5 A.MeV | Logbook=runs a priori de trigger 1 mais inexpoitables | 
41 | Buffers=12706 | Events=1135162 | Faraday 1=0 | Faraday 2=0 | Gene DIRECT=207507 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene MARQ=0 | Gene TM=31403 | DEC=1876439 | FC=1134791 | OK=1134791 | FT=1134791 | AVL=1134791 | OCD=1134791 | OA=1134791 | RAZ=1134792 | Plast All=2653992 | Plast G=254757 | Plast C=2434690 | Plast D=63242 | Trigger multiplicity=2 | Length (min.)=18.473301 | Size (MB)=198.531006 | Dead time (%)=15.133500 | Start Date=9-MAR-2006 23:36:15.00 | End Date=9-MAR-2006 23:54:29.00 | Comments=78Kr + 40Ca 5.5 A.MeV | Logbook= | 
42 | Buffers=12708 | Events=1142026 | Faraday 1=0 | Faraday 2=0 | Gene DIRECT=220798 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene MARQ=0 | Gene TM=31677 | DEC=1834696 | FC=1139486 | OK=1139486 | FT=1139486 | AVL=1139486 | OCD=1139486 | OA=1139486 | RAZ=1139487 | Plast All=2501624 | Plast G=241070 | Plast C=2294041 | Plast D=60242 | Trigger multiplicity=2 | Length (min.)=19.784300 | Size (MB)=198.561996 | Dead time (%)=14.346600 | Start Date=9-MAR-2006 23:54:29.00 | End Date=10-MAR-2006 00:14:22.00 | Comments=78Kr + 40Ca 5.5 A.MeV | Logbook= | 
43 | Buffers=12711 | Events=1150021 | Faraday 1=0 | Faraday 2=0 | Gene DIRECT=268564 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene MARQ=0 | Gene TM=32985 | DEC=1721713 | FC=1147899 | OK=1147899 | FT=1147899 | AVL=1147899 | OCD=1147899 | OA=1147899 | RAZ=1147899 | Plast All=2245771 | Plast G=214933 | Plast C=2060320 | Plast D=53967 | Trigger multiplicity=2 | Length (min.)=24.058500 | Size (MB)=198.608994 | Dead time (%)=12.282000 | Start Date=10-MAR-2006 00:14:22.00 | End Date=10-MAR-2006 00:38:24.00 | Comments=78Kr + 40Ca 5.5 A.MeV | Logbook= | 
44 | Buffers=12708 | Events=1157973 | Faraday 1=0 | Faraday 2=0 | Gene DIRECT=254070 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene MARQ=0 | Gene TM=32335 | DEC=1775797 | FC=1155550 | OK=1155550 | FT=1155550 | AVL=1155550 | OCD=1155550 | OA=1155550 | RAZ=1155550 | Plast All=2215727 | Plast G=212527 | Plast C=2032605 | Plast D=53130 | Trigger multiplicity=2 | Length (min.)=22.725401 | Size (MB)=198.561996 | Dead time (%)=12.726800 | Start Date=10-MAR-2006 00:38:24.00 | End Date=10-MAR-2006 01:01:16.00 | Comments=78Kr + 40Ca 5.5 A.MeV | Logbook= | 
45 | Buffers=12704 | Events=1185375 | Faraday 1=0 | Faraday 2=0 | Gene DIRECT=263507 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene MARQ=0 | Gene TM=33499 | DEC=1766250 | FC=1186351 | OK=1186351 | FT=1186351 | AVL=1186351 | OCD=1186351 | OA=1186351 | RAZ=1186352 | Plast All=1776811 | Plast G=170278 | Plast C=1630130 | Plast D=42703 | Trigger multiplicity=2 | Length (min.)=23.394400 | Size (MB)=198.500000 | Dead time (%)=12.712800 | Start Date=10-MAR-2006 01:01:19.00 | End Date=10-MAR-2006 01:25:01.00 | Comments=78Kr + 40Ca 5.5 A.MeV | Logbook= | 
46 | Buffers=12707 | Events=1117784 | Faraday 1=0 | Faraday 2=0 | Gene DIRECT=250911 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene MARQ=0 | Gene TM=32663 | DEC=1737550 | FC=1116443 | OK=1116443 | FT=1116443 | AVL=1116443 | OCD=1116443 | OA=1116443 | RAZ=1116444 | Plast All=2600789 | Plast G=250120 | Plast C=2385550 | Plast D=62616 | Trigger multiplicity=2 | Length (min.)=22.459299 | Size (MB)=198.546997 | Dead time (%)=13.017800 | Start Date=10-MAR-2006 01:25:01.00 | End Date=10-MAR-2006 01:47:14.00 | Comments=78Kr + 40Ca 5.5 A.MeV | Logbook= | 
47 | Buffers=12707 | Events=1182250 | Faraday 1=0 | Faraday 2=0 | Gene DIRECT=110014 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene MARQ=0 | Gene TM=27947 | DEC=2742229 | FC=1175075 | OK=1175072 | FT=1175072 | AVL=1175072 | OCD=1175072 | OA=1175072 | RAZ=1175072 | Plast All=1728304 | Plast G=166433 | Plast C=1584978 | Plast D=41488 | Trigger multiplicity=2 | Length (min.)=9.933110 | Size (MB)=198.546997 | Dead time (%)=25.403099 | Start Date=10-MAR-2006 01:47:15.00 | End Date=10-MAR-2006 01:57:12.00 | Comments=78Kr + 40Ca 5.5 A.MeV | Logbook= | 
48 | Buffers=12708 | Events=1173540 | Faraday 1=0 | Faraday 2=0 | Gene DIRECT=93726 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene MARQ=0 | Gene TM=27422 | DEC=2674273 | FC=1167993 | OK=1167993 | FT=1167993 | AVL=1167993 | OCD=1167993 | OA=1167993 | RAZ=1167994 | Plast All=1319207 | Plast G=127513 | Plast C=1209775 | Plast D=31842 | Trigger multiplicity=2 | Length (min.)=8.507160 | Size (MB)=198.561996 | Dead time (%)=29.257601 | Start Date=10-MAR-2006 01:57:13.00 | End Date=10-MAR-2006 02:05:28.00 | Comments=78Kr + 40Ca 5.5 A.MeV | Logbook= | 
49 | Buffers=12704 | Events=1179093 | Faraday 1=0 | Faraday 2=0 | Gene DIRECT=148876 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene MARQ=0 | Gene TM=31159 | DEC=2051579 | FC=1176502 | OK=1176502 | FT=1176502 | AVL=1176502 | OCD=1176502 | OA=1176502 | RAZ=1176502 | Plast All=1580597 | Plast G=152118 | Plast C=1449849 | Plast D=38074 | Trigger multiplicity=2 | Length (min.)=13.305300 | Size (MB)=198.500000 | Dead time (%)=20.929501 | Start Date=10-MAR-2006 02:05:28.00 | End Date=10-MAR-2006 02:19:07.00 | Comments=78Kr + 40Ca 5.5 A.MeV | Logbook= | 
50 | Buffers=12704 | Events=1189005 | Faraday 1=0 | Faraday 2=0 | Gene DIRECT=179417 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene MARQ=0 | Gene TM=33704 | DEC=1801746 | FC=1189683 | OK=1189683 | FT=1189683 | AVL=1189683 | OCD=1189683 | OA=1189683 | RAZ=1189684 | Plast All=1222831 | Plast G=117680 | Plast C=1121598 | Plast D=29212 | Trigger multiplicity=2 | Length (min.)=16.047100 | Size (MB)=198.500000 | Dead time (%)=18.785299 | Start Date=10-MAR-2006 02:19:07.00 | End Date=10-MAR-2006 02:35:08.00 | Comments=78Kr + 40Ca 5.5 A.MeV | Logbook= | 
51 | Buffers=12706 | Events=1193525 | Faraday 1=0 | Faraday 2=0 | Gene DIRECT=189188 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene MARQ=0 | Gene TM=33341 | DEC=1824345 | FC=1194275 | OK=1194275 | FT=1194275 | AVL=1194275 | OCD=1194275 | OA=1194275 | RAZ=1194276 | Plast All=1317116 | Plast G=127025 | Plast C=1207785 | Plast D=31645 | Trigger multiplicity=2 | Length (min.)=16.926600 | Size (MB)=198.531006 | Dead time (%)=17.623199 | Start Date=10-MAR-2006 02:35:09.00 | End Date=10-MAR-2006 02:52:06.00 | Comments=78Kr + 40Ca 5.5 A.MeV | Logbook= | 
52 | Buffers=12704 | Events=1140849 | Faraday 1=0 | Faraday 2=0 | Gene DIRECT=285165 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene MARQ=0 | Gene TM=34596 | DEC=1548531 | FC=1138352 | OK=1138352 | FT=1138352 | AVL=1138352 | OCD=1138352 | OA=1138352 | RAZ=1138353 | Plast All=1962495 | Plast G=189095 | Plast C=1800008 | Plast D=47157 | Trigger multiplicity=2 | Length (min.)=25.418699 | Size (MB)=198.500000 | Dead time (%)=12.131900 | Start Date=10-MAR-2006 02:52:07.00 | End Date=10-MAR-2006 03:17:19.00 | Comments=78Kr + 40Ca 5.5 A.MeV | Logbook= | 
53 | Buffers=8417 | Events=757071 | Faraday 1=0 | Faraday 2=0 | Gene DIRECT=213585 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene MARQ=0 | Gene TM=23228 | DEC=1014941 | FC=756647 | OK=756647 | FT=756647 | AVL=756647 | OCD=756647 | OA=756647 | RAZ=756648 | Plast All=1334868 | Plast G=127536 | Plast C=1225143 | Plast D=32063 | Trigger multiplicity=2 | Length (min.)=19.135401 | Size (MB)=131.516006 | Dead time (%)=10.875300 | Start Date=10-MAR-2006 03:17:19.00 | End Date=10-MAR-2006 03:36:23.00 | Comments=run stopped because rings 2-5 gas pressure falling (42mbar) | Logbook=page 55 | 
54 | Buffers=12706 | Events=1116737 | Faraday 1=0 | Faraday 2=0 | Gene DIRECT=193240 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene MARQ=0 | Gene TM=32309 | DEC=1772281 | FC=1116716 | OK=1116716 | FT=1116716 | AVL=1116716 | OCD=1116716 | OA=1116717 | RAZ=1116717 | Plast All=2770815 | Plast G=265742 | Plast C=2541430 | Plast D=67408 | Trigger multiplicity=2 | Length (min.)=17.184299 | Size (MB)=198.531006 | Dead time (%)=16.719601 | Start Date=10-MAR-2006 04:49:26.00 | End Date=10-MAR-2006 05:07:02.00 | Comments= | Logbook=page 56 | 
55 | Buffers=12705 | Events=1123096 | Faraday 1=0 | Faraday 2=0 | Gene DIRECT=200503 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene MARQ=0 | Gene TM=50922 | DEC=1954148 | FC=1122534 | OK=1122534 | FT=1122534 | AVL=1122534 | OCD=1122534 | OA=1122534 | RAZ=1122535 | Plast All=2908543 | Plast G=279432 | Plast C=2667156 | Plast D=70890 | Trigger multiplicity=2 | Length (min.)=17.905001 | Size (MB)=198.516006 | Dead time (%)=25.397100 | Start Date=10-MAR-2006 05:07:02.00 | End Date=10-MAR-2006 05:24:29.00 | Comments=78Kr + 40Ca 5.5 A.MeV | Logbook= | 
56 | Buffers=12705 | Events=1131896 | Faraday 1=0 | Faraday 2=0 | Gene DIRECT=177652 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene MARQ=0 | Gene TM=32688 | DEC=1750475 | FC=1131852 | OK=1131852 | FT=1131852 | AVL=1131852 | OCD=1131852 | OA=1131852 | RAZ=1131853 | Plast All=2472397 | Plast G=236727 | Plast C=2268092 | Plast D=60148 | Trigger multiplicity=2 | Length (min.)=15.873900 | Size (MB)=198.516006 | Dead time (%)=18.400000 | Start Date=10-MAR-2006 05:24:29.00 | End Date=10-MAR-2006 05:40:25.00 | Comments=78Kr + 40Ca 5.5 A.MeV | Logbook= | 
57 | Buffers=10639 | Events=939568 | Faraday 1=0 | Faraday 2=0 | Gene DIRECT=160416 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene MARQ=0 | Gene TM=27662 | DEC=1435929 | FC=937650 | OK=937650 | FT=937650 | AVL=937650 | OCD=937650 | OA=937650 | RAZ=937651 | Plast All=2258064 | Plast G=215601 | Plast C=2072151 | Plast D=54762 | Trigger multiplicity=2 | Length (min.)=14.414500 | Size (MB)=166.233994 | Dead time (%)=17.243900 | Start Date=10-MAR-2006 05:40:25.00 | End Date=10-MAR-2006 05:55:07.00 | Comments=stopped in order to try m>\equal3 trigger | Logbook= | 
58 | Buffers=12707 | Events=822405 | Faraday 1=0 | Faraday 2=0 | Gene DIRECT=418646 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene MARQ=0 | Gene TM=33765 | DEC=1025066 | FC=823254 | OK=823254 | FT=823254 | AVL=823254 | OCD=823254 | OA=823254 | RAZ=823255 | Plast All=5873515 | Plast G=562318 | Plast C=5388259 | Plast D=142501 | Trigger multiplicity=3 | Length (min.)=37.191898 | Size (MB)=198.546997 | Dead time (%)=8.065290 | Start Date=10-MAR-2006 05:56:01.00 | End Date=10-MAR-2006 06:33:06.00 | Comments=78Kr + 40Ca 5.5 A.MeV | Logbook= | 
59 | Buffers=10563 | Events=707599 | Faraday 1=0 | Faraday 2=0 | Gene DIRECT=302573 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene MARQ=0 | Gene TM=26981 | DEC=996402 | FC=706864 | OK=706864 | FT=706864 | AVL=706864 | OCD=706864 | OA=706864 | RAZ=706865 | Plast All=4559381 | Plast G=436093 | Plast C=4183465 | Plast D=110359 | Trigger multiplicity=3 | Length (min.)=27.038700 | Size (MB)=165.046997 | Dead time (%)=8.917190 | Start Date=10-MAR-2006 06:33:06.00 | End Date=10-MAR-2006 07:00:07.00 | Comments=78Kr + 40Ca 5.5 A.MeV | Logbook= | 
60 | Buffers=2153 | Events=189432 | Faraday 1=0 | Faraday 2=0 | Gene DIRECT=51251 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene MARQ=0 | Gene TM=5939 | DEC=282784 | FC=189519 | OK=189519 | FT=189519 | AVL=189519 | OCD=189519 | OA=189519 | RAZ=189520 | Plast All=422663 | Plast G=40382 | Plast C=387886 | Plast D=10132 | Trigger multiplicity=2 | Length (min.)=4.627000 | Size (MB)=33.640598 | Dead time (%)=11.588100 | Start Date=10-MAR-2006 07:00:30.00 | End Date=10-MAR-2006 07:05:18.00 | Comments=Probleme HF machine - on arrete l'acquisition | Logbook=page 60 | 
61 | Buffers=12709 | Events=1122136 | Faraday 1=0 | Faraday 2=0 | Gene DIRECT=160768 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene MARQ=0 | Gene TM=31299 | DEC=1931179 | FC=1123990 | OK=1123990 | FT=1123990 | AVL=1123990 | OCD=1123990 | OA=1123990 | RAZ=1123991 | Plast All=2845823 | Plast G=273100 | Plast C=2610049 | Plast D=68978 | Trigger multiplicity=2 | Length (min.)=14.316300 | Size (MB)=198.578003 | Dead time (%)=19.468399 | Start Date=10-MAR-2006 07:09:19.00 | End Date=10-MAR-2006 07:23:28.00 | Comments=78Kr + 40Ca 5.5 A.MeV | Logbook= | 
62 | Buffers=12711 | Events=1121477 | Faraday 1=0 | Faraday 2=0 | Gene DIRECT=187346 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene MARQ=0 | Gene TM=31336 | DEC=1839119 | FC=1120336 | OK=1120336 | FT=1120336 | AVL=1120336 | OCD=1120336 | OA=1120336 | RAZ=1120337 | Plast All=2928379 | Plast G=280115 | Plast C=2686810 | Plast D=70583 | Trigger multiplicity=2 | Length (min.)=16.840000 | Size (MB)=198.608994 | Dead time (%)=16.726299 | Start Date=10-MAR-2006 07:23:28.00 | End Date=10-MAR-2006 07:40:23.00 | Comments=78Kr + 40Ca 5.5 A.MeV | Logbook= | 
63 | Buffers=12706 | Events=1114894 | Faraday 1=0 | Faraday 2=0 | Gene DIRECT=212223 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene MARQ=0 | Gene TM=32238 | DEC=1738063 | FC=1112519 | OK=1112519 | FT=1112519 | AVL=1112519 | OCD=1112519 | OA=1112519 | RAZ=1112520 | Plast All=2906579 | Plast G=278502 | Plast C=2666187 | Plast D=70599 | Trigger multiplicity=2 | Length (min.)=19.025000 | Size (MB)=198.531006 | Dead time (%)=15.190600 | Start Date=10-MAR-2006 07:40:23.00 | End Date=10-MAR-2006 07:59:24.00 | Comments=78Kr + 40Ca 5.5 A.MeV | Logbook= | 
64 | Buffers=12706 | Events=1119135 | Faraday 1=50552 | Faraday 2=0 | Gene DIRECT=93296 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene MARQ=0 | Gene TM=13046 | DEC=653911 | FC=441904 | OK=441904 | FT=441904 | AVL=441904 | OCD=441904 | OA=441904 | RAZ=441904 | Plast All=1087531 | Plast G=104622 | Plast C=997565 | Plast D=26148 | Trigger multiplicity=2 | Length (min.)=21.036900 | Size (MB)=198.531006 | Dead time (%)=13.983500 | Start Date=10-MAR-2006 07:59:27.00 | End Date=10-MAR-2006 08:20:28.00 | Comments=78Kr + 40Ca 5.5 A.MeV | Logbook= | 
65 | Buffers=12704 | Events=1112679 | Faraday 1=452 | Faraday 2=0 | Gene DIRECT=119655 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene MARQ=0 | Gene TM=19173 | DEC=1061409 | FC=662467 | OK=662467 | FT=662467 | AVL=662467 | OCD=662467 | OA=662467 | RAZ=662466 | Plast All=1791293 | Plast G=171199 | Plast C=1643694 | Plast D=43545 | Trigger multiplicity=2 | Length (min.)=19.181999 | Size (MB)=198.500000 | Dead time (%)=16.023600 | Start Date=10-MAR-2006 08:20:28.00 | End Date=10-MAR-2006 08:40:03.00 | Comments=78Kr + 40Ca 5.5 A.MeV | Logbook= | 
66 | Buffers=12706 | Events=1108357 | Faraday 1=827 | Faraday 2=0 | Gene DIRECT=171384 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene MARQ=0 | Gene TM=30640 | DEC=1950951 | FC=1108207 | OK=1108207 | FT=1108207 | AVL=1108207 | OCD=1108207 | OA=1108207 | RAZ=1108207 | Plast All=3253795 | Plast G=313132 | Plast C=2983863 | Plast D=79129 | Trigger multiplicity=2 | Length (min.)=15.343500 | Size (MB)=198.531006 | Dead time (%)=17.878000 | Start Date=10-MAR-2006 08:40:03.00 | End Date=10-MAR-2006 08:55:13.00 | Comments=78Kr + 40Ca 5.5 A.MeV | Logbook= | 
67 | Buffers=12705 | Events=1103386 | Faraday 1=889 | Faraday 2=0 | Gene DIRECT=151135 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene MARQ=0 | Gene TM=29760 | DEC=2106869 | FC=1100353 | OK=1100353 | FT=1100353 | AVL=1100353 | OCD=1100353 | OA=1100353 | RAZ=1100354 | Plast All=3502259 | Plast G=338782 | Plast C=3210847 | Plast D=85296 | Trigger multiplicity=2 | Length (min.)=13.546400 | Size (MB)=198.516006 | Dead time (%)=19.691000 | Start Date=10-MAR-2006 08:55:14.00 | End Date=10-MAR-2006 09:08:30.00 | Comments=78Kr + 40Ca 5.5 A.MeV | Logbook= | 
68 | Buffers=5656 | Events=487448 | Faraday 1=444 | Faraday 2=0 | Gene DIRECT=58413 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene MARQ=0 | Gene TM=12863 | DEC=1055170 | FC=484598 | OK=484598 | FT=484598 | AVL=484598 | OCD=484598 | OA=484598 | RAZ=484599 | Plast All=1748456 | Plast G=169255 | Plast C=1602374 | Plast D=43295 | Trigger multiplicity=2 | Length (min.)=5.355330 | Size (MB)=88.375000 | Dead time (%)=22.020800 | Start Date=10-MAR-2006 09:09:00.00 | End Date=10-MAR-2006 09:14:11.00 | Comments=78Kr + 40Ca 5.5 A.MeV | Logbook= | 
70 | Buffers=9201 | Events=36781 | Faraday 1=0 | Faraday 2=0 | Gene DIRECT=147356 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=36785 | Gene MARQ=147356 | Gene TM=0 | DEC=2 | FC=36785 | OK=36785 | FT=36785 | AVL=36785 | OCD=36785 | OA=36785 | RAZ=36786 | Plast All=0 | Plast G=0 | Plast C=0 | Plast D=0 | Trigger multiplicity=0 | Length (min.)=13.148100 | Size (MB)=143.766006 | Dead time (%)=0.000000 | Start Date=11-MAR-2006 09:51:25.00 | End Date=11-MAR-2006 10:04:29.00 | Comments=Piedestaux Si | Logbook= | 
71 | Buffers=8186 | Events=32721 | Faraday 1=0 | Faraday 2=0 | Gene DIRECT=131114 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=32724 | Gene MARQ=131114 | Gene TM=0 | DEC=2 | FC=32724 | OK=32724 | FT=32724 | AVL=32724 | OCD=32724 | OA=32724 | RAZ=32725 | Plast All=0 | Plast G=0 | Plast C=0 | Plast D=0 | Trigger multiplicity=0 | Length (min.)=11.697000 | Size (MB)=127.905998 | Dead time (%)=0.000000 | Start Date=11-MAR-2006 10:48:23.00 | End Date=11-MAR-2006 11:00:13.00 | Comments=piedestaux CsI manquent cartes 7 et 11 | Logbook= | 
72 | Buffers=9533 | Events=38099 | Faraday 1=0 | Faraday 2=0 | Gene DIRECT=152617 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=38100 | Gene MARQ=152617 | Gene TM=0 | DEC=14 | FC=38100 | OK=38100 | FT=38100 | AVL=38100 | OCD=38100 | OA=38100 | RAZ=38101 | Plast All=0 | Plast G=0 | Plast C=0 | Plast D=0 | Trigger multiplicity=0 | Length (min.)=13.650800 | Size (MB)=148.953003 | Dead time (%)=0.000000 | Start Date=11-MAR-2006 11:16:21.00 | End Date=11-MAR-2006 11:30:10.00 | Comments=Piedestaux CsI complets | Logbook= | 
73 | Buffers=12705 | Events=38684 | Faraday 1=0 | Faraday 2=0 | Gene DIRECT=159854 | Gene LASER=0 | Gene ELECT=38748 | Gene TEST=0 | Gene MARQ=159854 | Gene TM=0 | DEC=3319529 | FC=38748 | OK=38748 | FT=38748 | AVL=38748 | OCD=38748 | OA=38748 | RAZ=38749 | Plast All=0 | Plast G=0 | Plast C=0 | Plast D=0 | Trigger multiplicity=0 | Length (min.)=14.232700 | Size (MB)=198.516006 | Dead time (%)=0.000000 | Start Date=11-MAR-2006 18:53:27.00 | End Date=11-MAR-2006 19:08:04.00 | Comments=automate sans masquage | Logbook= | 
74 | Buffers=12706 | Events=38386 | Faraday 1=0 | Faraday 2=0 | Gene DIRECT=155245 | Gene LASER=0 | Gene ELECT=38329 | Gene TEST=0 | Gene MARQ=155245 | Gene TM=0 | DEC=2220453 | FC=38329 | OK=38329 | FT=38329 | AVL=38329 | OCD=38329 | OA=38329 | RAZ=38330 | Plast All=0 | Plast G=0 | Plast C=0 | Plast D=0 | Trigger multiplicity=0 | Length (min.)=14.018700 | Size (MB)=198.531006 | Dead time (%)=0.000000 | Start Date=11-MAR-2006 19:08:04.00 | End Date=11-MAR-2006 19:22:05.00 | Comments=idem 73 | Logbook= | 
75 | Buffers=12707 | Events=38100 | Faraday 1=0 | Faraday 2=0 | Gene DIRECT=153823 | Gene LASER=0 | Gene ELECT=37973 | Gene TEST=0 | Gene MARQ=153823 | Gene TM=0 | DEC=1510237 | FC=37973 | OK=37973 | FT=37973 | AVL=37973 | OCD=37973 | OA=37973 | RAZ=37974 | Plast All=0 | Plast G=0 | Plast C=0 | Plast D=0 | Trigger multiplicity=0 | Length (min.)=13.871800 | Size (MB)=198.546997 | Dead time (%)=0.000000 | Start Date=11-MAR-2006 19:22:05.00 | End Date=11-MAR-2006 19:36:01.00 | Comments=idem 73 | Logbook= | 
76 | Buffers=12646 | Events=37917 | Faraday 1=0 | Faraday 2=0 | Gene DIRECT=152268 | Gene LASER=0 | Gene ELECT=37817 | Gene TEST=0 | Gene MARQ=152268 | Gene TM=0 | DEC=2598305 | FC=37817 | OK=37817 | FT=37817 | AVL=37817 | OCD=37817 | OA=37817 | RAZ=37818 | Plast All=0 | Plast G=0 | Plast C=0 | Plast D=0 | Trigger multiplicity=0 | Length (min.)=13.769500 | Size (MB)=197.593994 | Dead time (%)=0.000000 | Start Date=11-MAR-2006 19:36:01.00 | End Date=11-MAR-2006 19:49:24.00 | Comments=idem 73 arret apres 75 microns EOF ?? | Logbook= | 
77 | Buffers=12704 | Events=39336 | Faraday 1=0 | Faraday 2=0 | Gene DIRECT=162602 | Gene LASER=0 | Gene ELECT=39364 | Gene TEST=0 | Gene MARQ=162602 | Gene TM=0 | DEC=1153726 | FC=39364 | OK=39364 | FT=39364 | AVL=39364 | OCD=39364 | OA=39364 | RAZ=39365 | Plast All=0 | Plast G=0 | Plast C=0 | Plast D=0 | Trigger multiplicity=0 | Length (min.)=14.521600 | Size (MB)=198.500000 | Dead time (%)=0.000000 | Start Date=11-MAR-2006 19:58:28.00 | End Date=11-MAR-2006 20:13:14.00 | Comments=Automates - deuxieme essai | Logbook=p.71 | 
78 | Buffers=12705 | Events=55733 | Faraday 1=0 | Faraday 2=0 | Gene DIRECT=224970 | Gene LASER=0 | Gene ELECT=55772 | Gene TEST=0 | Gene MARQ=224970 | Gene TM=0 | DEC=356373 | FC=55772 | OK=55772 | FT=55772 | AVL=55772 | OCD=55772 | OA=55772 | RAZ=55773 | Plast All=0 | Plast G=0 | Plast C=0 | Plast D=0 | Trigger multiplicity=0 | Length (min.)=20.121799 | Size (MB)=198.516006 | Dead time (%)=0.000000 | Start Date=11-MAR-2006 20:13:14.00 | End Date=11-MAR-2006 20:33:17.00 | Comments=Automates - deuxieme essai | Logbook=p.71 | 
79 | Buffers=12707 | Events=86912 | Faraday 1=0 | Faraday 2=0 | Gene DIRECT=349803 | Gene LASER=0 | Gene ELECT=86982 | Gene TEST=0 | Gene MARQ=349803 | Gene TM=0 | DEC=545174 | FC=86982 | OK=86982 | FT=86982 | AVL=86982 | OCD=86982 | OA=86982 | RAZ=86983 | Plast All=0 | Plast G=0 | Plast C=0 | Plast D=0 | Trigger multiplicity=0 | Length (min.)=31.252501 | Size (MB)=198.546997 | Dead time (%)=0.000000 | Start Date=11-MAR-2006 20:33:17.00 | End Date=11-MAR-2006 21:04:25.00 | Comments=Automates - deuxieme essai | Logbook=p.71 | 
80 | Buffers=1008 | Events=7975 | Faraday 1=0 | Faraday 2=0 | Gene DIRECT=32358 | Gene LASER=0 | Gene ELECT=7975 | Gene TEST=0 | Gene MARQ=32358 | Gene TM=0 | DEC=48905 | FC=7975 | OK=7975 | FT=7975 | AVL=7975 | OCD=7975 | OA=7975 | RAZ=7976 | Plast All=0 | Plast G=0 | Plast C=0 | Plast D=0 | Trigger multiplicity=0 | Length (min.)=3.081000 | Size (MB)=15.750000 | Dead time (%)=0.000000 | Start Date=11-MAR-2006 21:04:25.00 | End Date=11-MAR-2006 21:07:27.00 | Comments=Automates - deuxieme essai | Logbook=p.71 | 
81 | Buffers=8636 | Events=172723 | Faraday 1=0 | Faraday 2=0 | Gene DIRECT=695756 | Gene LASER=0 | Gene ELECT=172733 | Gene TEST=0 | Gene MARQ=695756 | Gene TM=0 | DEC=894810 | FC=172733 | OK=172733 | FT=172733 | AVL=172733 | OCD=172733 | OA=172733 | RAZ=172734 | Plast All=0 | Plast G=0 | Plast C=0 | Plast D=0 | Trigger multiplicity=0 | Length (min.)=62.104198 | Size (MB)=134.938004 | Dead time (%)=0.000000 | Start Date=11-MAR-2006 21:08:02.00 | End Date=11-MAR-2006 22:10:05.00 | Comments=Automates - deuxieme essai | Logbook=p.71 | 
