# Runlist.csv file written by KVINDRADB5::WriteRunListFile on Thu Jun 11 11:24:50 2009
Version=10
6004 | Events=119691 | Faraday 1=33794 | Buffers=12108 | Gene DIRECT=3410361 | Gene MARQ=1436884 | Gene TM=875538 | Trigger multiplicity=1 | Dead time (%)=44.365250 | Length (min.)=47.000000 | Comments=Run Automate  Si | Start Date=03/04/2001 05:43:00 | 
6005 | Events=240432 | Faraday 1=42580 | Buffers=5808 | Gene DIRECT=4400037 | Gene MARQ=2424019 | Gene TM=875538 | Trigger multiplicity=1 | Dead time (%)=44.308201 | Length (min.)=89.000000 | Comments=Run Automate  Chio | Start Date=03/04/2001 06:30:00 | 
6006 | Events=783459 | Faraday 1=870271 | Buffers=5797 | Gene DIRECT=5981743 | Gene MARQ=3366087 | Gene TM=1108366 | Trigger multiplicity=1 | Dead time (%)=42.374302 | Length (min.)=5.000000 | Comments=seuil Si 5.8 augmenté | Start Date=03/04/2001 10:15:00 | Logbook=c12p54 | 
6007 | Events=1606811 | Faraday 1=876406 | Buffers=12117 | Gene DIRECT=6130412 | Gene MARQ=3375582 | Gene TM=1214468 | Trigger multiplicity=1 | Dead time (%)=44.085045 | Length (min.)=11.000000 | Comments=Gain 150 Mu comme les autres | Start Date=03/04/2001 10:23:00 | Logbook=C12P55 | 
6008 | Events=994460 | Faraday 1=879907 | Buffers=7286 | Gene DIRECT=6211811 | Gene MARQ=3378757 | Gene TM=1271312 | Trigger multiplicity=1 | Dead time (%)=44.874260 | Length (min.)=7.000000 | Start Date=03/04/2001 10:34:00 | 
6009 | Events=560792 | Faraday 1=885264 | Buffers=4100 | Gene DIRECT=6617847 | Gene MARQ=3394576 | Gene TM=1367004 | Trigger multiplicity=1 | Dead time (%)=42.410458 | Length (min.)=5.000000 | Comments=Tous les Gains standard INDRA+Entrée 2 du Gr 1 Trigger fermé | Start Date=03/04/2001 11:13:00 | 
6010 | Events=1398343 | Faraday 1=890423 | Buffers=12117 | Gene DIRECT=6759193 | Gene MARQ=3404057 | Gene TM=1419780 | Trigger multiplicity=1 | Dead time (%)=42.316616 | Length (min.)=12.000000 | Comments=Tous les détecteurs démasqués | Start Date=03/04/2001 11:18:00 | 
6011 | Events=1431908 | Faraday 1=895688 | Buffers=12117 | Gene DIRECT=6889091 | Gene MARQ=3410404 | Gene TM=1462232 | Trigger multiplicity=1 | Dead time (%)=42.034019 | Length (min.)=12.000000 | Start Date=03/04/2001 11:30:00 | 
6012 | Events=1328009 | Faraday 1=900583 | Buffers=11291 | Gene DIRECT=7008754 | Gene MARQ=3416721 | Gene TM=1501119 | Trigger multiplicity=1 | Dead time (%)=41.790234 | Length (min.)=10.000000 | Start Date=03/04/2001 11:42:00 | 
6013 | Events=148009 | Faraday 1=903017 | Buffers=1201 | Gene DIRECT=7067171 | Gene MARQ=3419895 | Gene TM=1549720 | Trigger multiplicity=1 | Dead time (%)=42.489792 | Length (min.)=2.000000 | Comments=Remise de la config masquée(Csi masqués sauf C10. Chios démasquées)-entrée 3 gr 1 otée du trigger | Start Date=03/04/2001 11:56:00 | 
6014 | Events=1241222 | Faraday 1=916256 | Buffers=12108 | Gene DIRECT=7467330 | Gene MARQ=3442055 | Gene TM=1585881 | Trigger multiplicity=1 | Dead time (%)=39.398079 | Length (min.)=35.000000 | Comments=Couronne 6-10 en déclenchement - 10 mn interruption HF | Start Date=03/04/2001 11:58:00 | 
6015 | Events=660775 | Faraday 1=923137 | Buffers=6539 | Gene DIRECT=7639079 | Gene MARQ=3451543 | Gene TM=1602481 | Trigger multiplicity=1 | Dead time (%)=38.267876 | Length (min.)=15.000000 | Start Date=03/04/2001 12:34:00 | 
6016 | Events=1216170 | Faraday 1=935753 | Buffers=12109 | Gene DIRECT=8070116 | Gene MARQ=3476885 | Gene TM=1656542 | Trigger multiplicity=1 | Dead time (%)=36.064854 | Length (min.)=36.000000 | Comments=Couronne 11 | Start Date=03/04/2001 12:51:00 | 
6017 | Events=1210606 | Faraday 1=947889 | Buffers=12108 | Gene DIRECT=8399090 | Gene MARQ=3495894 | Gene TM=1686287 | Trigger multiplicity=1 | Dead time (%)=34.391590 | Length (min.)=30.000000 | Comments=Couronne 11 | Start Date=03/04/2001 13:27:00 | 
6018 | Events=186015 | Faraday 1=949775 | Buffers=1802 | Gene DIRECT=8442591 | Gene MARQ=3497060 | Gene TM=1691843 | Trigger multiplicity=1 | Dead time (%)=34.209534 | Length (min.)=4.000000 | Comments=Couronne 11 | Start Date=03/04/2001 14:01:00 | 
6019 | Events=262184 | Faraday 1=1774 | Buffers=10837 | Gene DIRECT=115128 | Gene MARQ=7477 | Gene TM=41112 | Trigger multiplicity=3 | Dead time (%)=38.190079 | Length (min.)=9.000000 | Start Date=05/04/2001 02:12:00 | 
6020 | Events=243757 | Faraday 1=2026 | Buffers=12115 | Gene DIRECT=132263 | Gene MARQ=6321 | Gene TM=40385 | Trigger multiplicity=4 | Dead time (%)=32.066349 | Length (min.)=12.000000 | 
6105 | Events=241654 | Faraday 1=1683 | Buffers=12114 | Gene DIRECT=96776 | Gene MARQ=6328 | Gene TM=17381 | Trigger multiplicity=4 | Dead time (%)=19.216566 | Length (min.)=9.000000 | 
6106 | Events=241168 | Faraday 1=1703 | Buffers=12109 | Gene DIRECT=94526 | Gene MARQ=6337 | Gene TM=17754 | Trigger multiplicity=4 | Dead time (%)=20.131762 | Length (min.)=8.000000 | 
6107 | Events=241093 | Faraday 1=1707 | Buffers=12110 | Gene DIRECT=91875 | Gene MARQ=3158 | Gene TM=17568 | Trigger multiplicity=4 | Dead time (%)=19.802292 | Length (min.)=8.000000 | 
6108 | Events=240977 | Faraday 1=1707 | Buffers=12111 | Gene DIRECT=97426 | Gene MARQ=6320 | Gene TM=18041 | Trigger multiplicity=4 | Dead time (%)=19.802208 | Length (min.)=9.000000 | 
6109 | Events=241641 | Faraday 1=1695 | Buffers=12111 | Gene DIRECT=95515 | Gene MARQ=6320 | Gene TM=17474 | Trigger multiplicity=4 | Dead time (%)=19.590784 | Length (min.)=9.000000 | 
6110 | Events=243166 | Faraday 1=1727 | Buffers=12111 | Gene DIRECT=91809 | Gene MARQ=3151 | Gene TM=17979 | Trigger multiplicity=4 | Dead time (%)=20.279049 | Length (min.)=8.000000 | Start Date=06/04/2001 03:28:00 | 
6111 | Events=241340 | Faraday 1=1691 | Buffers=12113 | Gene DIRECT=94490 | Gene MARQ=6332 | Gene TM=17206 | Trigger multiplicity=4 | Dead time (%)=19.517231 | Length (min.)=8.000000 | 
6112 | Events=241248 | Faraday 1=1696 | Buffers=12111 | Gene DIRECT=95008 | Gene MARQ=6295 | Gene TM=17555 | Trigger multiplicity=4 | Dead time (%)=19.788532 | Length (min.)=9.000000 | 
6113 | Events=242376 | Faraday 1=1699 | Buffers=12114 | Gene DIRECT=93110 | Gene MARQ=3165 | Gene TM=17636 | Trigger multiplicity=4 | Dead time (%)=19.607538 | Length (min.)=8.000000 | 
6114 | Events=241314 | Faraday 1=1675 | Buffers=12109 | Gene DIRECT=99932 | Gene MARQ=6324 | Gene TM=17420 | Trigger multiplicity=4 | Dead time (%)=18.609520 | Length (min.)=9.000000 | 
6115 | Events=242457 | Faraday 1=1661 | Buffers=12110 | Gene DIRECT=102728 | Gene MARQ=6286 | Gene TM=17493 | Trigger multiplicity=4 | Dead time (%)=18.138363 | Length (min.)=10.000000 | 
6116 | Events=242209 | Faraday 1=1659 | Buffers=12112 | Gene DIRECT=104805 | Gene MARQ=6274 | Gene TM=17675 | Trigger multiplicity=4 | Dead time (%)=17.938517 | Length (min.)=9.000000 | 
6117 | Events=242558 | Faraday 1=1646 | Buffers=12112 | Gene DIRECT=105273 | Gene MARQ=6268 | Gene TM=17171 | Trigger multiplicity=4 | Dead time (%)=17.343569 | Length (min.)=10.000000 | 
6118 | Events=242842 | Faraday 1=1646 | Buffers=12114 | Gene DIRECT=107985 | Gene MARQ=6282 | Gene TM=17466 | Trigger multiplicity=4 | Dead time (%)=17.173534 | Length (min.)=9.000000 | 
6119 | Events=243000 | Faraday 1=1643 | Buffers=12111 | Gene DIRECT=111850 | Gene MARQ=6307 | Gene TM=17584 | Trigger multiplicity=4 | Dead time (%)=16.660507 | Length (min.)=11.000000 | 
6120 | Events=243196 | Faraday 1=1627 | Buffers=12114 | Gene DIRECT=113792 | Gene MARQ=6335 | Gene TM=17451 | Trigger multiplicity=4 | Dead time (%)=16.239985 | Length (min.)=10.000000 | 
6121 | Events=243000 | Faraday 1=1628 | Buffers=12111 | Gene DIRECT=113854 | Gene MARQ=6345 | Gene TM=17451 | Trigger multiplicity=4 | Dead time (%)=16.232130 | Length (min.)=10.000000 | 
6122 | Events=241564 | Faraday 1=1621 | Buffers=12109 | Gene DIRECT=116816 | Gene MARQ=6312 | Gene TM=17608 | Trigger multiplicity=4 | Dead time (%)=15.934265 | Length (min.)=10.000000 | 
6123 | Events=241295 | Faraday 1=1622 | Buffers=12116 | Gene DIRECT=116476 | Gene MARQ=6287 | Gene TM=17531 | Trigger multiplicity=4 | Dead time (%)=15.909937 | Length (min.)=11.000000 | 
6124 | Events=240306 | Faraday 1=1619 | Buffers=12049 | Gene DIRECT=112991 | Gene MARQ=6277 | Gene TM=17234 | Trigger multiplicity=4 | Dead time (%)=16.149708 | Length (min.)=10.000000 | 
6125 | Events=833111 | Faraday 1=1215 | Buffers=12110 | Gene DIRECT=89852 | Gene MARQ=3161 | Gene TM=29876 | Trigger multiplicity=1 | Dead time (%)=34.462631 | Length (min.)=7.000000 | 
6126 | Events=819045 | Faraday 1=1177 | Buffers=12110 | Gene DIRECT=71332 | Gene MARQ=6298 | Gene TM=19235 | Trigger multiplicity=1 | Dead time (%)=29.576838 | Length (min.)=7.000000 | 
6127 | Events=823876 | Faraday 1=1242 | Buffers=12113 | Gene DIRECT=65597 | Gene MARQ=3151 | Gene TM=19346 | Trigger multiplicity=1 | Dead time (%)=30.980368 | Length (min.)=6.000000 | 
6128 | Events=859247 | Faraday 1=1228 | Buffers=12116 | Gene DIRECT=64055 | Gene MARQ=3176 | Gene TM=18971 | Trigger multiplicity=1 | Dead time (%)=31.161812 | Length (min.)=6.000000 | 
6129 | Events=831245 | Faraday 1=1265 | Buffers=12117 | Gene DIRECT=64714 | Gene MARQ=3173 | Gene TM=19245 | Trigger multiplicity=1 | Dead time (%)=31.271835 | Length (min.)=6.000000 | 
6130 | Events=818345 | Faraday 1=1263 | Buffers=12009 | Gene DIRECT=65040 | Gene MARQ=3171 | Gene TM=19527 | Trigger multiplicity=1 | Dead time (%)=31.561848 | Length (min.)=6.000000 | 
6131 | Events=239076 | Faraday 1=1723 | Buffers=12111 | Gene DIRECT=86632 | Gene MARQ=6282 | Gene TM=17307 | Trigger multiplicity=4 | Dead time (%)=21.539515 | Length (min.)=8.000000 | 
6132 | Events=227041 | Faraday 1=1692 | Buffers=11413 | Gene DIRECT=80304 | Gene MARQ=3138 | Gene TM=16333 | Trigger multiplicity=4 | Dead time (%)=21.166058 | Length (min.)=7.000000 | 
6133 | Events=0 | Faraday 1=0 | Buffers=3375 | Gene DIRECT=0 | Gene MARQ=0 | Gene TM=0 | Trigger multiplicity=4 | Dead time (%)=0.000000 | Length (min.)=0.000000 | Comments=crash acquisition (pas de feuille de run) | Start Date=0 | 
6134 | Events=241396 | Faraday 1=1729 | Buffers=12113 | Gene DIRECT=83592 | Gene MARQ=3172 | Gene TM=17595 | Trigger multiplicity=4 | Dead time (%)=21.878885 | Length (min.)=7.000000 | 
6135 | Events=241091 | Faraday 1=1734 | Buffers=12113 | Gene DIRECT=85746 | Gene MARQ=6338 | Gene TM=17485 | Trigger multiplicity=4 | Dead time (%)=22.019192 | Length (min.)=8.000000 | 
6136 | Events=242255 | Faraday 1=1759 | Buffers=12112 | Gene DIRECT=82525 | Gene MARQ=3178 | Gene TM=18122 | Trigger multiplicity=4 | Dead time (%)=22.838923 | Length (min.)=7.000000 | 
6137 | Events=240803 | Faraday 1=1741 | Buffers=12113 | Gene DIRECT=84499 | Gene MARQ=6322 | Gene TM=17604 | Trigger multiplicity=4 | Dead time (%)=22.518131 | Length (min.)=8.000000 | 
6138 | Events=241883 | Faraday 1=1752 | Buffers=12113 | Gene DIRECT=82802 | Gene MARQ=3177 | Gene TM=17453 | Trigger multiplicity=4 | Dead time (%)=21.918995 | Length (min.)=7.000000 | 
6139 | Events=239956 | Faraday 1=1731 | Buffers=12111 | Gene DIRECT=87626 | Gene MARQ=6328 | Gene TM=17795 | Trigger multiplicity=4 | Dead time (%)=21.888607 | Length (min.)=8.000000 | 
6140 | Events=239804 | Faraday 1=1737 | Buffers=12117 | Gene DIRECT=84316 | Gene MARQ=3168 | Gene TM=17389 | Trigger multiplicity=4 | Dead time (%)=21.428747 | Length (min.)=8.000000 | 
6141 | Events=238546 | Faraday 1=1738 | Buffers=12113 | Gene DIRECT=85641 | Gene MARQ=6328 | Gene TM=17644 | Trigger multiplicity=4 | Dead time (%)=22.246038 | Length (min.)=7.000000 | 
6142 | Events=241000 | Faraday 1=1759 | Buffers=12117 | Gene DIRECT=82680 | Gene MARQ=3159 | Gene TM=17686 | Trigger multiplicity=4 | Dead time (%)=22.240665 | Length (min.)=7.000000 | 
6143 | Events=240607 | Faraday 1=1738 | Buffers=12113 | Gene DIRECT=85738 | Gene MARQ=6333 | Gene TM=17521 | Trigger multiplicity=4 | Dead time (%)=22.065361 | Length (min.)=8.000000 | 
6144 | Events=238598 | Faraday 1=3949 | Buffers=11966 | Gene DIRECT=197790 | Gene MARQ=10003 | Gene TM=132513 | Trigger multiplicity=4 | Dead time (%)=70.565590 | Length (min.)=18.000000 | Comments=plantage acquisition | 
6145 | Events=243051 | Faraday 1=1715 | Buffers=12113 | Gene DIRECT=91118 | Gene MARQ=4510 | Gene TM=17644 | Trigger multiplicity=4 | Dead time (%)=20.372252 | Length (min.)=8.000000 | 
6146 | Events=240608 | Faraday 1=1700 | Buffers=12111 | Gene DIRECT=92090 | Gene MARQ=6322 | Gene TM=17576 | Trigger multiplicity=4 | Dead time (%)=20.492491 | Length (min.)=8.000000 | 
6147 | Events=241749 | Faraday 1=1698 | Buffers=12115 | Gene DIRECT=92437 | Gene MARQ=3168 | Gene TM=17616 | Trigger multiplicity=4 | Dead time (%)=19.733614 | Length (min.)=8.000000 | 
6148 | Events=241492 | Faraday 1=1670 | Buffers=12112 | Gene DIRECT=97799 | Gene MARQ=6314 | Gene TM=17432 | Trigger multiplicity=4 | Dead time (%)=19.054489 | Length (min.)=9.000000 | 
6149 | Events=241112 | Faraday 1=1666 | Buffers=12112 | Gene DIRECT=98239 | Gene MARQ=6286 | Gene TM=17459 | Trigger multiplicity=4 | Dead time (%)=18.986874 | Length (min.)=9.000000 | 
6150 | Events=240960 | Faraday 1=1667 | Buffers=12111 | Gene DIRECT=97744 | Gene MARQ=6274 | Gene TM=17428 | Trigger multiplicity=4 | Dead time (%)=19.053242 | Length (min.)=9.000000 | 
6151 | Events=241710 | Faraday 1=1686 | Buffers=12110 | Gene DIRECT=95898 | Gene MARQ=3141 | Gene TM=17446 | Trigger multiplicity=4 | Dead time (%)=18.808285 | Length (min.)=8.000000 | 
6152 | Events=240764 | Faraday 1=1651 | Buffers=12110 | Gene DIRECT=103522 | Gene MARQ=6330 | Gene TM=17519 | Trigger multiplicity=4 | Dead time (%)=18.025146 | Length (min.)=9.000000 | 
6153 | Events=241986 | Faraday 1=1636 | Buffers=12109 | Gene DIRECT=107179 | Gene MARQ=6342 | Gene TM=17442 | Trigger multiplicity=4 | Dead time (%)=17.297222 | Length (min.)=10.000000 | 
6154 | Events=241926 | Faraday 1=1627 | Buffers=12110 | Gene DIRECT=108152 | Gene MARQ=6304 | Gene TM=17191 | Trigger multiplicity=4 | Dead time (%)=16.879074 | Length (min.)=10.000000 | 
6155 | Events=241959 | Faraday 1=1622 | Buffers=12110 | Gene DIRECT=111303 | Gene MARQ=6341 | Gene TM=17342 | Trigger multiplicity=4 | Dead time (%)=16.522169 | Length (min.)=10.000000 | 
6156 | Events=242235 | Faraday 1=1630 | Buffers=12112 | Gene DIRECT=109654 | Gene MARQ=6333 | Gene TM=17441 | Trigger multiplicity=4 | Dead time (%)=16.880402 | Length (min.)=10.000000 | 
6157 | Events=242014 | Faraday 1=1632 | Buffers=12109 | Gene DIRECT=110617 | Gene MARQ=6348 | Gene TM=17502 | Trigger multiplicity=4 | Dead time (%)=16.785431 | Length (min.)=10.000000 | 
6158 | Events=224065 | Faraday 1=1499 | Buffers=11210 | Gene DIRECT=107925 | Gene MARQ=6323 | Gene TM=16303 | Trigger multiplicity=4 | Dead time (%)=16.045944 | Length (min.)=9.000000 | 
6159 | Events=240901 | Faraday 1=1725 | Buffers=12111 | Gene DIRECT=87014 | Gene MARQ=6319 | Gene TM=17343 | Trigger multiplicity=4 | Dead time (%)=21.492039 | Length (min.)=7.000000 | 
6160 | Events=240899 | Faraday 1=1759 | Buffers=12117 | Gene DIRECT=82273 | Gene MARQ=3169 | Gene TM=17949 | Trigger multiplicity=4 | Dead time (%)=22.690382 | Length (min.)=8.000000 | 
6161 | Events=239413 | Faraday 1=1739 | Buffers=12113 | Gene DIRECT=84689 | Gene MARQ=6310 | Gene TM=17477 | Trigger multiplicity=4 | Dead time (%)=22.298065 | Length (min.)=8.000000 | 
6162 | Events=240193 | Faraday 1=1772 | Buffers=12115 | Gene DIRECT=79916 | Gene MARQ=3173 | Gene TM=17828 | Trigger multiplicity=4 | Dead time (%)=23.230783 | Length (min.)=7.000000 | 
6163 | Events=241579 | Faraday 1=1757 | Buffers=12115 | Gene DIRECT=80912 | Gene MARQ=3165 | Gene TM=18000 | Trigger multiplicity=4 | Dead time (%)=23.152020 | Length (min.)=7.000000 | 
6164 | Events=240690 | Faraday 1=1753 | Buffers=12117 | Gene DIRECT=82141 | Gene MARQ=6318 | Gene TM=17509 | Trigger multiplicity=4 | Dead time (%)=23.091938 | Length (min.)=7.000000 | 
6165 | Events=242321 | Faraday 1=1770 | Buffers=12112 | Gene DIRECT=80099 | Gene MARQ=3170 | Gene TM=18002 | Trigger multiplicity=4 | Dead time (%)=23.400799 | Length (min.)=7.000000 | 
6166 | Events=239886 | Faraday 1=1748 | Buffers=12110 | Gene DIRECT=84275 | Gene MARQ=6310 | Gene TM=17944 | Trigger multiplicity=4 | Dead time (%)=23.015455 | Length (min.)=8.000000 | 
6167 | Events=241330 | Faraday 1=1741 | Buffers=12112 | Gene DIRECT=82649 | Gene MARQ=3172 | Gene TM=17455 | Trigger multiplicity=4 | Dead time (%)=21.962328 | Length (min.)=7.000000 | 
6168 | Events=239741 | Faraday 1=1730 | Buffers=12112 | Gene DIRECT=85285 | Gene MARQ=6316 | Gene TM=17605 | Trigger multiplicity=4 | Dead time (%)=22.293558 | Length (min.)=8.000000 | 
6169 | Events=243078 | Faraday 1=1735 | Buffers=12113 | Gene DIRECT=86688 | Gene MARQ=3169 | Gene TM=17943 | Trigger multiplicity=4 | Dead time (%)=21.483734 | Length (min.)=8.000000 | 
6170 | Events=241909 | Faraday 1=1756 | Buffers=12112 | Gene DIRECT=80619 | Gene MARQ=6327 | Gene TM=17529 | Trigger multiplicity=4 | Dead time (%)=23.594734 | Length (min.)=7.000000 | 
6171 | Events=242667 | Faraday 1=1773 | Buffers=12109 | Gene DIRECT=82923 | Gene MARQ=3162 | Gene TM=17853 | Trigger multiplicity=4 | Dead time (%)=22.383120 | Length (min.)=8.000000 | 
6172 | Events=188861 | Faraday 1=1355 | Buffers=9439 | Gene DIRECT=73036 | Gene MARQ=6334 | Gene TM=13926 | Trigger multiplicity=4 | Dead time (%)=20.877935 | Length (min.)=6.000000 | Comments=Dijonction HF | 
6173 | Events=160722 | Faraday 1=1165 | Buffers=8008 | Gene DIRECT=55146 | Gene MARQ=3145 | Gene TM=11770 | Trigger multiplicity=4 | Dead time (%)=22.634180 | Length (min.)=5.000000 | Comments=Dijonction HF | 
6174 | Events=240952 | Faraday 1=1754 | Buffers=12117 | Gene DIRECT=80982 | Gene MARQ=6279 | Gene TM=17190 | Trigger multiplicity=4 | Dead time (%)=23.011124 | Length (min.)=7.000000 | 
6175 | Events=242907 | Faraday 1=1791 | Buffers=12111 | Gene DIRECT=74216 | Gene MARQ=3136 | Gene TM=17548 | Trigger multiplicity=4 | Dead time (%)=24.687675 | Length (min.)=7.000000 | 
6176 | Events=242251 | Faraday 1=1820 | Buffers=12108 | Gene DIRECT=73465 | Gene MARQ=4965 | Gene TM=17656 | Trigger multiplicity=4 | Dead time (%)=25.775183 | Length (min.)=7.000000 | 
6177 | Events=242534 | Faraday 1=1819 | Buffers=12111 | Gene DIRECT=71792 | Gene MARQ=4101 | Gene TM=17419 | Trigger multiplicity=4 | Dead time (%)=25.733110 | Length (min.)=6.000000 | 
6178 | Events=219598 | Faraday 1=1610 | Buffers=10943 | Gene DIRECT=73449 | Gene MARQ=3174 | Gene TM=16335 | Trigger multiplicity=4 | Dead time (%)=23.244396 | Length (min.)=6.000000 | Comments=Arret machine (intervention HF) | 
6179 | Events=241079 | Faraday 1=1735 | Buffers=12113 | Gene DIRECT=84450 | Gene MARQ=6323 | Gene TM=17427 | Trigger multiplicity=4 | Dead time (%)=22.305988 | Length (min.)=8.000000 | 
6180 | Events=0 | Faraday 1=0 | Buffers=293 | Gene DIRECT=0 | Gene MARQ=0 | Gene TM=0 | Trigger multiplicity=4 | Dead time (%)=0.000000 | Length (min.)=0.000000 | Comments=Run vide interrompu pour arret machine | Start Date=06/04/2001 14:33:00 | 
6181 | Events=239741 | Faraday 1=1723 | Buffers=12113 | Gene DIRECT=87249 | Gene MARQ=6322 | Gene TM=17078 | Trigger multiplicity=4 | Dead time (%)=21.102970 | Length (min.)=8.000000 | 
6182 | Events=241251 | Faraday 1=1743 | Buffers=12113 | Gene DIRECT=84027 | Gene MARQ=3172 | Gene TM=17510 | Trigger multiplicity=4 | Dead time (%)=21.656052 | Length (min.)=8.000000 | 
6183 | Events=240019 | Faraday 1=1733 | Buffers=12112 | Gene DIRECT=86307 | Gene MARQ=6345 | Gene TM=17689 | Trigger multiplicity=4 | Dead time (%)=22.121758 | Length (min.)=7.000000 | 
6184 | Events=241710 | Faraday 1=1749 | Buffers=12114 | Gene DIRECT=83067 | Gene MARQ=3169 | Gene TM=17519 | Trigger multiplicity=4 | Dead time (%)=21.926706 | Length (min.)=8.000000 | 
6185 | Events=239888 | Faraday 1=1744 | Buffers=12113 | Gene DIRECT=85360 | Gene MARQ=6340 | Gene TM=17706 | Trigger multiplicity=4 | Dead time (%)=22.406986 | Length (min.)=7.000000 | 
6186 | Events=241536 | Faraday 1=1750 | Buffers=12113 | Gene DIRECT=83008 | Gene MARQ=3167 | Gene TM=17552 | Trigger multiplicity=4 | Dead time (%)=21.983692 | Length (min.)=8.000000 | 
6187 | Events=240919 | Faraday 1=1724 | Buffers=12110 | Gene DIRECT=87302 | Gene MARQ=6334 | Gene TM=17596 | Trigger multiplicity=4 | Dead time (%)=21.732042 | Length (min.)=8.000000 | 
6188 | Events=242016 | Faraday 1=1744 | Buffers=12117 | Gene DIRECT=82597 | Gene MARQ=3171 | Gene TM=17467 | Trigger multiplicity=4 | Dead time (%)=21.991539 | Length (min.)=7.000000 | 
6189 | Events=240959 | Faraday 1=1735 | Buffers=12116 | Gene DIRECT=85646 | Gene MARQ=6328 | Gene TM=17594 | Trigger multiplicity=4 | Dead time (%)=22.181599 | Length (min.)=8.000000 | 
6190 | Events=242721 | Faraday 1=1747 | Buffers=12113 | Gene DIRECT=82688 | Gene MARQ=3171 | Gene TM=17531 | Trigger multiplicity=4 | Dead time (%)=22.046858 | Length (min.)=7.000000 | 
6191 | Events=241114 | Faraday 1=1731 | Buffers=12111 | Gene DIRECT=86419 | Gene MARQ=6327 | Gene TM=17521 | Trigger multiplicity=4 | Dead time (%)=21.876093 | Length (min.)=8.000000 | 
6192 | Events=209209 | Faraday 1=1501 | Buffers=10493 | Gene DIRECT=73517 | Gene MARQ=3153 | Gene TM=15362 | Trigger multiplicity=4 | Dead time (%)=21.832188 | Length (min.)=7.000000 | 
6193 | Events=242347 | Faraday 1=1853 | Buffers=12114 | Gene DIRECT=99554 | Gene MARQ=6329 | Gene TM=27415 | Trigger multiplicity=4 | Dead time (%)=29.407349 | Length (min.)=8.000000 | 
6194 | Events=240717 | Faraday 1=1695 | Buffers=12115 | Gene DIRECT=91190 | Gene MARQ=6300 | Gene TM=17468 | Trigger multiplicity=4 | Dead time (%)=20.577217 | Length (min.)=8.000000 | 
6195 | Events=242846 | Faraday 1=1717 | Buffers=12116 | Gene DIRECT=90951 | Gene MARQ=3170 | Gene TM=18018 | Trigger multiplicity=4 | Dead time (%)=20.526081 | Length (min.)=8.000000 | 
6196 | Events=240239 | Faraday 1=1701 | Buffers=12111 | Gene DIRECT=91752 | Gene MARQ=6320 | Gene TM=17832 | Trigger multiplicity=4 | Dead time (%)=20.872742 | Length (min.)=9.000000 | 
6197 | Events=239897 | Faraday 1=1714 | Buffers=12112 | Gene DIRECT=93701 | Gene MARQ=6329 | Gene TM=18034 | Trigger multiplicity=4 | Dead time (%)=20.640480 | Length (min.)=8.000000 | 
6198 | Events=239897 | Faraday 1=1729 | Buffers=12113 | Gene DIRECT=89464 | Gene MARQ=3164 | Gene TM=18090 | Trigger multiplicity=4 | Dead time (%)=20.961761 | Length (min.)=7.000000 | 
6199 | Events=239948 | Faraday 1=1696 | Buffers=12111 | Gene DIRECT=96310 | Gene MARQ=6323 | Gene TM=17325 | Trigger multiplicity=4 | Dead time (%)=19.252781 | Length (min.)=9.000000 | 
6200 | Events=239524 | Faraday 1=1711 | Buffers=12111 | Gene DIRECT=93130 | Gene MARQ=6322 | Gene TM=17640 | Trigger multiplicity=4 | Dead time (%)=20.320707 | Length (min.)=8.000000 | 
6201 | Events=242475 | Faraday 1=1694 | Buffers=12117 | Gene DIRECT=95706 | Gene MARQ=3160 | Gene TM=17712 | Trigger multiplicity=4 | Dead time (%)=19.138590 | Length (min.)=9.000000 | 
6202 | Events=240767 | Faraday 1=1706 | Buffers=12111 | Gene DIRECT=92756 | Gene MARQ=6333 | Gene TM=17483 | Trigger multiplicity=4 | Dead time (%)=20.229568 | Length (min.)=8.000000 | 
6203 | Events=241818 | Faraday 1=1667 | Buffers=12110 | Gene DIRECT=102059 | Gene MARQ=6326 | Gene TM=17415 | Trigger multiplicity=4 | Dead time (%)=18.191219 | Length (min.)=9.000000 | 
6204 | Events=242740 | Faraday 1=1643 | Buffers=12111 | Gene DIRECT=107539 | Gene MARQ=6321 | Gene TM=17451 | Trigger multiplicity=4 | Dead time (%)=17.241005 | Length (min.)=10.000000 | 
6205 | Events=178783 | Faraday 1=1231 | Buffers=8913 | Gene DIRECT=75450 | Gene MARQ=3164 | Gene TM=13161 | Trigger multiplicity=4 | Dead time (%)=18.206844 | Length (min.)=7.000000 | 
6214 | Buffers=12112 | Trigger multiplicity=4 | Comments=run trouve en relisant la dlt (23 mai 01) | 
6215 | Events=241825 | Faraday 1=1861 | Buffers=12111 | Gene DIRECT=68683 | Gene MARQ=3152 | Gene TM=17903 | Trigger multiplicity=4 | Dead time (%)=27.319895 | Length (min.)=17.000000 | 
6216 | Events=242505 | Faraday 1=1817 | Buffers=12110 | Gene DIRECT=77642 | Gene MARQ=6315 | Gene TM=18424 | Trigger multiplicity=4 | Dead time (%)=25.830330 | Length (min.)=8.000000 | 
6217 | Events=242092 | Faraday 1=1743 | Buffers=12074 | Gene DIRECT=82192 | Gene MARQ=3173 | Gene TM=17733 | Trigger multiplicity=4 | Dead time (%)=22.441439 | Length (min.)=7.000000 | 
